name,calories,protein,carbs,fat,sugar,sodium,saturated_fat,fiber
"BEEF,CHK,UND BL POT RST,BNLESS,LN,0"" FAT,ALL GRDS,CKD, BRSD",140.0,21.13,0.31,6.07,0.0,81.0,2.728,0.0
"BEEF,CHCK,UND BL POT RST OR STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW",145.0,21.19,0.39,6.51,0.0,80.0,2.833,0.0
"BEEF,GROUND,PATTIES,FRZ,CKD,BRLD",295.0,23.05,0.0,21.83,0.0,77.0,8.805,0.0
"BEEF,VAR MEATS&BY-PRODUCTS,BRAIN,RAW",143.0,10.86,1.05,10.3,0.0,126.0,2.3,0.0
"BEEF,VAR MEATS&BY-PRODUCTS,BRAIN,CKD,SIMMRD",151.0,11.67,1.48,10.53,0.0,108.0,2.394,0.0
"BEEF,VAR MEATS&BY-PRODUCTS,HEART,RAW",112.0,17.72,0.14,3.94,0.0,98.0,1.383,0.0
"BEEF,VAR MEATS&BY-PRODUCTS,HEART,CKD,SIMMRD",165.0,28.48,0.15,4.73,0.0,59.0,1.404,0.0
"BEEF,VAR MEATS&BY-PRODUCTS,KIDNEYS,RAW",99.0,17.4,0.29,3.09,0.0,182.0,0.868,0.0
"BEEF,VAR MEATS&BY-PRODUCTS,KIDNEYS,CKD,SIMMRD",158.0,27.27,0.0,4.65,0.0,94.0,1.066,0.0
"BEEF,VAR MEATS&BY-PRODUCTS,LIVER,RAW",135.0,20.36,3.89,3.63,0.0,69.0,1.233,0.0
"BEEF,VAR MEATS & BY-PRODUCTS,LIVER,CKD,BRSD",191.0,29.08,5.13,5.26,0.0,79.0,1.696,0.0
"BEEF, VAR MEATS&BY-PRODUCTS, LIVER, CKD, PAN-FRIED",175.0,26.52,5.16,4.68,0.0,77.0,1.493,0.0
"BEEF,VAR MEATS & BY-PRODUCTS,SUET,RAW",854.0,1.5,0.0,94.0,0.0,7.0,28.470739999999992,0.0
"BEEF,VAR MEATS&BY-PRODUCTS,TONGUE,CKD,SIMMRD",284.0,19.29,0.0,22.3,0.0,65.0,8.125,0.0
"BEEF,VAR MEATS&BY-PRODUCTS,TRIPE,RAW",85.0,12.07,0.0,3.69,0.0,97.0,1.291,0.0
"BEEF,SNDWCH STEAKS,FLAKED,CHOPD,FORMED & THINLY SLICED,RAW",309.0,16.5,0.0,27.0,0.0,68.0,11.538,0.0
"BEEF,BRISKET,FLAT HALF,LN,0"" FAT,CHOIC,CKD,BRSD",212.0,32.62,0.0,8.07,0.0,52.0,3.053,0.0
"BEEF,CURED,BRKFST STRIPS,CKD",449.0,31.3,1.4,34.4,0.0,2060.149999999986,14.35,0.0
"BEEF,CURED,CORNED BF,BRISKET,CKD",251.0,18.17,0.47,18.98,0.0,1134.0,6.34,0.0
"BEEF,CURED,CORNED BF,CND",250.0,27.1,0.0,14.93,0.0,1006.0,6.18,0.0
"BEEF,CHK,UND BLADE POT RST OR STK,BNLESS,LN,0"" FAT,SEL, RAW",134.0,21.03,0.19,5.41,0.0,81.0,2.572,0.0
"BEEF,CURED,DRIED",153.0,31.1,2.76,1.94,2.7,2060.149999999986,0.95,0.0
"BEEF,CHUCK,UNDER BLADE CNTR STEAK,BNLESS,DENVER CUT,LN,0"" FA",220.0,26.5,0.14,12.64,0.0,73.0,5.28,0.0
"BEEF,CHK,UND BL CNTR STK,BNLESS,DEN CUT,LN,0"" FA, SEL, CKD",209.0,26.53,0.0,11.46,0.0,74.0,4.853,0.0
"BEEF,CURED,PASTRAMI",147.0,21.8,0.36,5.82,0.1,885.0,2.681,0.0
"BEEF,CHK,UNDBL CNTR STK,BNLESS,DENCUT,LN,0"" FA, ALL GRD, RAW",170.0,19.42,0.49,9.99,0.0,77.0,4.132,0.0
"BEEF,CHK,UND BLCNTR STK,BNLESS,DEN CUT,LN,0"" FA, CHOICE, RAW",178.0,19.23,0.67,10.96,0.0,76.0,4.588,0.0
"BEEF,CURED,THIN-SLICED BF",176.0,28.11,5.71,3.84,0.0,1439.0,1.65,0.0
"BEEF,COMP OF RTL CUTS,LN&FAT,0""FAT,ALL GRDS,CKD",273.0,27.33,0.0,17.37,0.0,62.0,6.85,0.0
"BEEF,COMP OF RTL CUTS,LN&FAT,0""FAT,CHOIC,CKD",283.0,27.21,0.0,18.54,0.0,62.0,7.31,0.0
"BEEF,COMP OF RTL CUTS,LN&FAT,0""FAT,SEL,CKD",261.0,27.47,0.0,15.92,0.0,63.0,6.27,0.0
"BEEF,COMP OF RTL CUTS,LN,0"" FAT,ALL GRDS,CKD",211.0,29.88,0.0,9.28,0.0,66.0,3.54,0.0
"BEEF,COMP OF RTL CUTS,LN,0""FAT,CHOIC,CKD",219.0,29.88,0.0,10.15,0.0,66.0,3.87,0.0
"BEEF,COMP OF RTL CUTS,LN,0""FAT,SEL,CKD",201.0,29.89,0.0,8.09,0.0,66.0,3.09,0.0
"BEEF,BRISKET,WHL,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",291.0,26.79,0.0,19.52,0.0,65.0,7.53,0.0
"BEEF,BRISKET,WHL,LN,0""FAT,ALL GRDS,CKD,BRSD",218.0,29.75,0.0,10.08,0.0,70.0,3.63,0.0
"BEEF,BRISKET,FLAT HALF,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",213.0,32.9,0.0,8.01,0.0,54.0,3.152,0.0
"BEEF,BRISKET,FLAT HALF,LN,0""FAT,ALL GRDS,CKD,BRSD",205.0,33.26,0.0,6.99,0.0,54.0,2.647,0.0
"BEEF,BRISKET,POINT HALF,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",358.0,23.53,0.0,28.5,0.0,68.0,11.24,0.0
"BEEF,BRISKET,POINT HALF,LN,0""FAT,ALL GRDS,CKD,BRSD",244.0,28.05,0.0,13.8,0.0,77.0,5.18,0.0
"BEEF,CHUCK,ARM POT RST,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",297.0,28.94,0.0,19.17,0.0,47.0,7.548,0.0
"BEEF,CHUCK,ARM POT RST,LN & FAT,0"" FAT,SEL,CKD,BRSD",283.0,29.23,0.0,17.56,0.0,48.0,6.911,0.0
"BEEF,CHUCK,ARM POT RST,LN,0""FAT,CHOIC,CKD,BRSD",212.0,33.36,0.0,7.67,0.0,54.0,2.903,0.0
"BEEF,CHUCK,ARM POT RST,LN,0""FAT,SEL,CKD,BRSD",195.0,33.37,0.0,5.8,0.0,55.0,2.194,0.0
"BEEF,CHCK,UNDR BLDE POT RST,BNLS,LN & FAT,0"",CHC,CKD,BRSD",306.0,26.39,0.0,21.48,0.0,61.0,8.532,0.0
"BEEF,CHCK,UNDR BLDE POT RST,BNLS,LN & FAT,0"",SEL,CKD,BRSD",288.0,27.17,0.0,19.02,0.0,64.0,7.854,0.0
"BEEF,CHUCK,BLADE RST,LN,0""FAT,ALL GRDS,CKD,BRSD",253.0,31.06,0.0,13.3,0.0,71.0,5.16,0.0
"BEEF,CHK,UNDER BLADE POT RST,BNLESS,LN,0"" FAT,CHOIC,CKD,BRSD",231.0,30.45,0.0,11.14,0.0,63.0,4.344,0.0
"BEEF,CHUCK,UNDER BLADE POT RST,BNLESS,LN,0"" FAT,SEL,CKD,BRSD",216.0,30.68,0.0,9.44,0.0,67.0,3.487,0.0
"BEEF,RIB,LRG END (RIBS 6-9),LN,0""FAT,ALL GRDS,CKD,RSTD",238.0,27.53,0.0,13.4,0.0,73.0,5.35,0.0
"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,0""FAT,ALL GRDS,CKD,BRLD",249.0,27.27,0.0,14.74,0.0,56.0,5.72,0.0
"BEEF,RIB,SML END (RIBS 10-12),LN,0""FAT,ALL GRDS,CKD,BRLD",193.0,29.41,0.0,7.53,0.0,61.0,2.868,0.0
"BEEF,RND,BTTM RND,STEAK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRSD",223.0,33.56,0.0,8.86,0.0,44.0,3.184,0.0
"BEEF,RND,BTTM RND,RST,LN & FAT,0"" FAT,ALL GRDS,CKD,RSTD",187.0,27.42,0.0,7.72,0.0,36.0,2.773,0.0
"BEEF,RND,BTTM RND,STEAK,LN & FAT,0"" FAT,CHOIC,CKD,BRSD",230.0,32.73,0.0,10.0,0.0,42.0,3.593,0.0
"BEEF,RND,BTTM RND,RST,LN & FAT,0"" FAT,CHOIC,CKD,RSTD",199.0,26.76,0.0,9.37,0.0,35.0,3.366,0.0
"BEEF,RND,BTTM RND,STEAK,LN & FAT,0"" FAT,SEL,CKD,BRSD",217.0,34.39,0.0,7.72,0.0,45.0,2.775,0.0
"BEEF,RND,BTTM RND,RST,LN & FAT,0"" FAT,SEL,CKD,RSTD",175.0,28.08,0.0,6.06,0.0,37.0,2.179,0.0
"BEEF,RND,BTTM RND,STEAK,LN,0"" FAT,ALL GRDS,CKD,BRSD",214.0,34.0,0.0,7.67,0.0,44.0,2.675,0.0
"BEEF,RND,BTTM RND,RST,LN,0"" FAT,ALL GRDS,CKD,RSTD",177.0,27.76,0.0,6.48,0.0,36.0,2.26,0.0
"BEEF,RND,BTTM RND,STEAK,LN,0"" FAT,CHOIC,CKD,BRSD",223.0,33.08,0.0,9.03,0.0,43.0,3.152,0.0
"Beef, bottom round, roast,lean only, 0"" fat, choice, roasted",185.0,27.23,0.0,7.63,0.0,36.0,2.661,0.0
"BEEF,RND,BTTM RND,STEAK,LN,0"" FAT,SEL,CKD,BRSD",206.0,34.93,0.0,6.3,0.0,46.0,2.198,0.0
"BEEF,RND,BTTM RND RST,LN,0"" FAT,SEL,CKD,RSTD",169.0,28.29,0.0,5.33,0.0,38.0,1.86,0.0
"BEEF,RND,EYE OF RND,RST,LN & FAT,0"" FAT,ALL GRDS,CKD,RSTD",168.0,29.13,0.0,4.8,0.0,38.0,1.724,0.0
"BEEF,RND,EYE OF RND,RST,LN & FAT,0"" FAT,CHOIC,CKD,RSTD",166.0,28.58,0.0,4.87,0.0,37.0,1.75,0.0
"BEEF,RND,EYE OF RND,RST,LN & FAT,0"" FAT,SEL,CKD,RSTD",169.0,29.67,0.0,4.72,0.0,39.0,1.697,0.0
"BEEF,RND,EYE OF RND,RST,LN,0"" FAT,ALL GRDS,CKD,RSTD",162.0,29.33,0.0,4.09,0.0,38.0,1.426,0.0
"BEEF,RND,EYE OF RND,RST,LN,0"" FAT,CHOIC,CKD,RSTD",162.0,28.74,0.0,4.3,0.0,38.0,1.502,0.0
"BEEF,RND,EYE OF RND,RST,LN,0"" FAT,SEL,CKD,RSTD",163.0,29.92,0.0,3.87,0.0,39.0,1.349,0.0
"BEEF,RND,TIP RND,RST,LN & FAT,0"" FAT,ALL GRDS,CKD,RSTD",188.0,26.79,0.0,8.21,0.0,35.0,3.007,0.0
"BEEF,RND,TIP RND,RST,LN & FAT,0"" FAT,CHOIC,CKD,RSTD",196.0,27.01,0.0,8.9,0.0,35.0,3.257,0.0
"BEEF,RND,TIP RND,RST,LN & FAT,0"" FAT,SEL,CKD,RSTD",181.0,26.57,0.0,7.53,0.0,35.0,2.756,0.0
"BEEF,RND,TIP RND,RST,LN,0"" FAT,ALL GRDS,CKD,RSTD",174.0,27.53,0.0,6.2,0.0,36.0,2.209,0.0
"BEEF,RND,TIP RND,RST,LN,0"" FAT,CHOIC,CKD,RSTD",176.0,27.68,0.0,6.42,0.0,36.0,2.288,0.0
"BEEF,RND,TIP RND,RST,LN,0"" FAT,SEL,CKD,RSTD",149.0,27.37,0.0,4.38,0.0,36.0,1.563,0.0
"BEEF,RND,TOP RND,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",209.0,35.62,0.0,6.31,0.0,45.0,2.25,0.0
"BEEF,RND,TOP RND,LN&FAT,0""FAT,CHOIC,CKD,BRSD",216.0,35.62,0.0,7.09,0.0,45.0,2.52,0.0
"BEEF,RND,TOP RND,LN&FAT,0""FAT,SEL,CKD,BRSD",200.0,35.62,0.0,5.33,0.0,45.0,1.92,0.0
"BEEF,RND,TOP RND,LN,0""FAT,ALL GRDS,CKD,BRSD",199.0,35.62,0.0,5.0,0.0,45.0,1.72,0.0
"BEEF,RND,TOP RND,LN,0""FAT,CHOIC,CKD,BRSD",207.0,35.62,0.0,5.8,0.0,45.0,1.99,0.0
"BEEF,RND,TOP RND,LN,0""FAT,SEL,CKD,BRSD",190.0,35.62,0.0,4.0,0.0,45.0,1.37,0.0
"BEEF,TENDERLOIN,STEAK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",218.0,27.58,0.0,11.12,0.0,56.0,4.315,0.0
"BEEF,TENDERLOIN,STEAK,LN & FAT,0"" FAT,CHOIC,CKD,BRLD",231.0,27.97,0.0,12.4,0.0,55.0,4.813,0.0
"BEEF,TENDERLOIN,STEAK,LN & FAT,0"" FAT,SEL,CKD,BRLD",205.0,27.18,0.0,9.83,0.0,58.0,3.816,0.0
"BEEF,TENDERLOIN,STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD",193.0,28.51,0.0,7.86,0.0,59.0,2.993,0.0
"BEEF,TENDERLOIN,STEAK,LN,0"" FAT,CHOIC,CKD,BRLD",206.0,28.95,0.0,9.14,0.0,59.0,3.48,0.0
"BEEF,TENDERLOIN,STEAK,LN,0"" FAT,SEL,CKD,BRLD",179.0,28.08,0.0,6.58,0.0,59.0,2.506,0.0
"BEEF,SHRT LOIN,TOP LOIN,STK,LN & FAT,0"" FAT,ALL GRD,CKD,BRLD",193.0,28.87,0.0,7.68,0.0,59.0,2.981,0.0
"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN & FAT,0"" FAT,CHOIC,CKD,BRLD",205.0,28.45,0.0,9.22,0.0,56.0,3.58,0.0
"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN & FAT,0"" FAT,SEL,CKD,BRLD",180.0,29.29,0.0,6.14,0.0,61.0,2.382,0.0
"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD",182.0,29.25,0.0,6.37,0.0,60.0,2.425,0.0
"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,0"" FAT,CHOIC,CKD,BRLD",192.0,28.91,0.0,7.63,0.0,59.0,2.906,0.0
"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,0"" FAT,SEL,CKD,BRLD",172.0,29.59,0.0,5.11,0.0,62.0,1.945,0.0
"BEEF,TOP SIRLOIN,STEAK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",212.0,29.33,0.0,9.67,0.0,61.0,3.754,0.0
"BEEF,TOP SIRLOIN,STEAK,LN & FAT,0"" FAT,CHOIC,CKD,BRLD",219.0,29.02,0.0,10.54,0.0,58.0,4.09,0.0
"BEEF,TOP SIRLOIN,STEAK,LN & FAT,0"" FAT,SEL,CKD,BRLD",206.0,29.65,0.0,8.8,0.0,63.0,3.417,0.0
"BEEF,TOP SIRLOIN,STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD",183.0,30.55,0.0,5.79,0.0,64.0,2.205,0.0
"BEEF,TOP SIRLOIN,STEAK,LN,0"" FAT,CHOIC,CKD,BRLD",188.0,30.29,0.0,6.55,0.0,63.0,2.495,0.0
"BEEF,TOP SIRLOIN,STEAK,LN,0"" FAT,SEL,CKD,BRLD",177.0,30.8,0.0,5.03,0.0,66.0,1.915,0.0
"BEEF,SHRT LOIN,PRTRHS STK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",276.0,23.96,0.0,19.27,0.0,65.0,7.271,0.0
"BEEF,LOIN,PRTRHS STK,LN & FAT,0"" FAT,USDA CHOIC,CKD,BRLD",283.0,23.61,0.0,20.15,0.0,65.0,7.43,0.0
"BEEF,SHRT LOIN,PRTRHS STK,LN & FAT,0"" FAT,USDA SEL,CKD,BRLD",267.0,24.47,0.0,17.98,0.0,65.0,7.04,0.0
"BEEF,SHRT LOIN,PRTRHS STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD",212.0,26.07,0.0,11.18,0.0,69.0,3.912,0.0
"BEEF,SHRT LOIN,PRTRHS STEAK,LN,0"" FAT,CHOIC,CKD,BRLD",224.0,25.51,0.0,12.8,0.0,69.0,4.345,0.0
"BEEF,SHRT LOIN,PRTRHS STEAK,LN,0"" FAT,SEL,CKD,BRLD",194.0,26.89,0.0,8.81,0.0,69.0,3.28,0.0
"BEEF,SHRT LOIN,T-BONE STK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",247.0,24.18,0.0,15.93,0.0,67.0,6.074,0.0
"BEEF,LOIN,T-BONE STEAK,LN & FAT,0"" FAT,USDA CHOIC,CKD,BRLD",258.0,24.05,0.0,17.26,0.0,67.0,6.449,0.0
"BEEF,SHRT LOIN,T-BONE STK,LN & FAT,0"" FAT,USDA SEL,CKD,BRLD",230.0,24.38,0.0,14.0,0.0,68.0,5.527,0.0
"BEEF,SHRT LOIN,T-BONE STEAK,LN,1/4"" FAT,ALL GRDS,CKD,BRLD",202.0,27.01,0.0,9.6,0.0,75.0,3.488,0.0
"BEEF,SHRT LOIN,T-BONE STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD",189.0,25.99,0.0,8.69,0.0,71.0,3.087,0.0
"BEEF,SHRT LOIN,T-BONE STEAK,LN,0"" FAT,CHOIC,CKD,BRLD",198.0,25.98,0.0,9.61,0.0,71.0,3.27,0.0
"BEEF,SHRT LOIN,T-BONE STEAK,LN,0"" FAT,SEL,CKD,BRLD",177.0,26.0,0.0,7.36,0.0,71.0,2.82,0.0
"BEEF,BRISKET,FLAT HALF,LN,0"" FAT,SEL,CKD,BRSD",198.0,33.9,0.0,5.92,0.0,56.0,2.241,0.0
"BEEF,RND,TIP RND,RST,LN & FAT,0"" FAT,ALL GRDS,RAW",151.0,20.48,0.0,7.01,0.0,55.0,2.778,0.0
"BEEF,RND,TIP RND,RST,LN & FAT,0"" FAT,CHOIC,RAW",156.0,20.16,0.0,7.73,0.0,51.0,3.066,0.0
"BEEF,RND,TIP RND,RST,LN & FAT,0"" FAT,SEL,RAW",145.0,20.8,0.0,6.28,0.0,58.0,2.489,0.0
"BEEF,RIB,EYE,SML END (RIBS 10- 12) LN,0"" FAT,SEL,CKD,BRLD",182.0,29.93,0.0,6.05,0.0,63.0,2.305,0.0
"BEEF,RND,TOP RND,STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD",186.0,31.7,0.0,5.63,0.0,42.0,1.965,0.0
"BEEF,RND,TOP RND,STEAK,LN,0"" FAT,CHOIC,CKD,BRLD",197.0,31.7,0.0,6.81,0.0,43.0,2.376,0.0
"BEEF,RND,TOP RND,STEAK,LN,0"" FAT,SEL,CKD,BRLD",176.0,31.7,0.0,4.45,0.0,42.0,1.554,0.0
"BEEF,GROUND,70% LN MEAT / 30% FAT,CRUMBLES,CKD,PAN-BROWNED",270.0,25.56,0.0,17.86,0.0,96.0,7.191,0.0
"BEEF,GROUND,70% LN MEAT / 30% FAT,LOAF,CKD,BKD",241.0,23.87,0.0,15.37,0.0,73.0,6.188,0.0
"BEEF,GROUND,70% LN MEAT / 30% FAT,PATTY CKD,PAN-BROILED",238.0,22.86,0.0,15.54,0.0,92.0,6.256,0.0
"BEEF,GROUND,70% LN MEAT / 30% FAT,PATTY,CKD,BRLD",273.0,25.38,0.0,18.21,0.0,81.0,7.329,0.0
"BEEF,GROUND,70% LN MEAT / 30% FAT,RAW",332.0,14.35,0.0,30.0,0.0,67.0,11.289,0.0
"BEEF,CHK,UND BL CNTR STK,BNLESS,DEN CUT,LN,0"" FA, SEL, RAW",157.0,19.71,0.21,8.54,0.0,77.0,3.449,0.0
"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,ALL GRDS,CKD,GRI",196.0,28.15,0.0,9.23,0.0,87.0,3.771,0.0
"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,CHOIC,CKD,GRILLE",202.0,28.28,0.0,9.83,0.0,85.0,3.984,0.0
"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,SEL,CKD,GRILLED",187.0,27.96,0.0,8.34,0.0,89.0,3.451,0.0
"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW",139.0,20.36,0.0,6.42,0.0,83.0,2.817,0.0
"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW",143.0,20.35,0.0,6.88,0.0,82.0,3.047,0.0
"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,SEL,RAW",133.0,20.39,0.0,5.73,0.0,87.0,2.472,0.0
"BEEF,BRISKET,FLAT HALF,BNLESS LN,0"" FAT,ALL GRDS,RAW",132.0,21.47,0.0,5.11,0.0,83.0,1.844,0.0
"BEEF,BRISKET,FLAT HALF,BNLESS LN,0"" FAT,ALL CHOICE,RAW",137.0,21.28,0.0,5.75,0.0,82.0,1.993,0.0
"BEEF,BRISKET,FLAT HALF,BNLESS,LN,0"" FAT,SEL,RAW",124.0,21.74,0.0,4.14,0.0,85.0,1.621,0.0
"BEEF,SHLDR TOP BLADE STK,BNLES,LN & FAT,0"" ,ALL GRDS,CKD,G",210.0,27.59,0.0,11.07,0.0,85.0,4.528,0.0
"BEEF,SHLDR POT RST OR STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW",123.0,21.64,0.0,4.09,0.0,73.0,1.653,0.0
"BEEF,SHLDR POT RST OR STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW",125.0,21.45,0.11,4.35,0.0,74.0,1.709,0.0
"BEEF,SHLDR POT RST OR STEAK,BNLESS,LN,0"" FAT,SEL,RAW",121.0,21.93,0.0,3.7,0.0,71.0,1.57,0.0
"BEEF,SHLDR TOP BLDE STK,BNS,LN & FAT,0"" FAT,CHOIC,CKD,G",220.0,27.51,0.0,12.26,0.0,84.0,4.968,0.0
"BEEF,CHUCK EYE RST,BNLESS,A BF RST,LN & FAT,0"",ALL G,RAW",180.0,19.18,0.0,11.48,0.0,81.0,5.042,0.0
"BEEF,CHUCK EYE RST,BNLS,A BF RST,LN & FAT,0"" FAT,CHOIC,RAW",185.0,19.14,0.0,12.02,0.0,80.0,5.072,0.0
"BEEF,CHUCK EYE RST,BNLS,A BF RST,LN & FAT,0"" FAT,SEL,RAW",173.0,19.25,0.0,10.67,0.0,82.0,4.998,0.0
"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,ALL GRDS,RAW",234.0,18.68,0.0,17.15,0.0,58.0,6.91,0.0
"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,ALL GRDS,CKD",291.0,26.42,0.0,19.71,0.0,63.0,7.77,0.0
"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,CHOIC,RAW",243.0,18.57,0.0,18.19,0.0,57.0,7.32,0.0
"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,CHOIC,CKD",301.0,26.21,0.0,20.91,0.0,62.0,8.24,0.0
"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,SEL,RAW",223.0,18.87,0.0,15.75,0.0,58.0,6.37,0.0
"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,SEL,CKD",278.0,26.63,0.0,18.21,0.0,63.0,7.2,0.0
"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,PRIME,RAW",265.0,18.72,0.0,20.49,0.0,54.0,8.37,0.0
"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,PRIME,CKD",299.0,26.22,0.0,20.75,0.0,63.0,8.32,0.0
"BEEF,BRISKET,WHL,LN&FAT,1/8""FAT,ALL GRDS,RAW",251.0,18.42,0.0,19.06,0.0,69.0,7.53,0.0
"BEEF,BRISKET,WHL,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD",331.0,25.85,0.0,24.5,0.0,64.0,9.44,0.0
"BEEF,BRISKET,FLAT HALF,LN&FAT,1/8""FAT,ALL GRDS,RAW",277.0,17.94,0.0,22.18,0.0,59.0,8.951,0.0
"BEEF,BRISKET,FLAT HALF,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD",289.0,28.82,0.0,18.42,0.0,48.0,7.305,0.0
"BEEF,BRISKET,POINT HALF,LN&FAT,1/8""FAT,ALL GRDS,RAW",265.0,17.65,0.0,20.98,0.0,72.0,8.42,0.0
"BEEF,BRISKET,POINT HALF,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD",349.0,24.4,0.0,27.17,0.0,69.0,10.64,0.0
"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,ALL GRDS,RAW",244.0,19.23,0.0,17.98,0.0,62.0,7.254,0.0
"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD",302.0,30.12,0.0,19.22,0.0,50.0,7.62,0.0
"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,CHOIC,RAW",249.0,19.14,0.0,18.57,0.0,63.0,7.492,0.0
"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,CHOIC,CKD,BRSD",309.0,30.2,0.0,19.93,0.0,49.0,7.902,0.0
"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,SEL,RAW",239.0,19.33,0.0,17.39,0.0,62.0,7.016,0.0
"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,SEL,CKD,BRSD",295.0,30.05,0.0,18.5,0.0,50.0,7.337,0.0
"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,ALL GRDS,RAW",248.0,17.16,0.0,19.41,0.0,68.0,7.82,0.0
"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD",341.0,26.78,0.0,25.12,0.0,65.0,10.0,0.0
"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,CHOIC,RAW",265.0,16.98,0.0,21.31,0.0,67.0,8.59,0.0
"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,CHOIC,CKD,BRSD",359.0,26.37,0.0,27.26,0.0,64.0,10.86,0.0
"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,SEL,RAW",230.0,17.37,0.0,17.33,0.0,69.0,6.99,0.0
"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,SEL,CKD,BRSD",318.0,27.33,0.0,22.35,0.0,66.0,8.89,0.0
"BEEF,CHK EYE RST,BNL,AMERICA'S BF RST,LN,0"" FAT,ALL GRD, CKD",183.0,26.65,0.0,8.46,0.0,80.0,3.422,0.0
"BEEF,CHK EYE RST,BNLESS,AMERICA'S BF RST,LN,0"" FAT,CHOIC,CKD",190.0,26.41,0.0,9.36,0.0,79.0,3.751,0.0
"BEEF,CHUCK EYE RST,BNLESS,AMERICA'S BF RST,LN,0"" FAT,SEL,CKD",172.0,27.02,0.0,7.12,0.0,81.0,2.929,0.0
"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,CHOIC,CKD,RSTD",365.0,22.6,0.0,29.79,0.0,64.0,12.01,0.0
"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,ALL GRDS,CKD,RSTD",355.0,23.01,0.0,28.51,0.0,64.0,11.5,0.0
"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,ALL GRDS,RAW",254.0,19.33,0.0,19.06,0.0,49.0,7.692,0.0
"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,ALL GRDS,CKD,BR",291.0,25.85,0.0,20.04,0.0,53.0,7.894,0.0
"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,CHOIC,RAW",263.0,19.09,0.0,20.13,0.0,48.0,8.121,0.0
